CMDLINE C:\Users\henry\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\python.exe .\MemoryProfiling.py
MEM 618.972656 1619696806.8115
MEM 618.972656 1619696806.9331
MEM 618.972656 1619696807.0508
MEM 618.972656 1619696807.1735
MEM 618.972656 1619696807.2952
MEM 618.972656 1619696807.4149
MEM 618.972656 1619696807.5236
MEM 618.972656 1619696807.6393
MEM 618.972656 1619696807.7589
MEM 618.972656 1619696807.8607
MEM 618.972656 1619696807.9784
MEM 618.972656 1619696808.0851
MEM 618.972656 1619696808.1908
MEM 618.972656 1619696808.3010
MEM 618.972656 1619696808.4107
MEM 618.972656 1619696808.5374
MEM 618.972656 1619696808.6459
MEM 618.972656 1619696808.7806
MEM 618.972656 1619696808.8929
MEM 618.972656 1619696809.0076
MEM 618.972656 1619696809.1143
MEM 618.972656 1619696809.2210
MEM 618.972656 1619696809.3327
MEM 618.972656 1619696809.4414
MEM 618.972656 1619696809.5531
MEM 618.972656 1619696809.6668
MEM 618.972656 1619696809.7740
MEM 618.972656 1619696809.8852
MEM 618.972656 1619696809.9870
MEM 618.972656 1619696810.0967
MEM 618.972656 1619696810.2057
MEM 618.972656 1619696810.3149
MEM 618.972656 1619696810.4276
MEM 618.972656 1619696810.5343
MEM 618.972656 1619696810.6450
MEM 618.972656 1619696810.7577
MEM 618.972656 1619696810.8684
MEM 618.972656 1619696810.9761
MEM 618.972656 1619696811.0918
MEM 618.972656 1619696811.2020
MEM 618.972656 1619696811.3103
MEM 618.972656 1619696811.4310
MEM 618.972656 1619696811.5457
MEM 618.972656 1619696811.6559
MEM 618.972656 1619696811.7743
MEM 618.972656 1619696811.8935
MEM 618.972656 1619696812.0057
MEM 618.972656 1619696812.1129
MEM 618.972656 1619696812.2196
MEM 618.972656 1619696812.3273
MEM 618.972656 1619696812.4400
MEM 618.972656 1619696812.5547
MEM 618.972656 1619696812.6565
MEM 618.972656 1619696812.7682
MEM 618.972656 1619696812.8769
MEM 618.972656 1619696812.9881
MEM 618.972656 1619696813.0958
MEM 618.972656 1619696813.2075
MEM 618.972656 1619696813.3157
MEM 618.972656 1619696813.4205
MEM 618.972656 1619696813.5417
MEM 618.972656 1619696813.6539
MEM 618.972656 1619696813.7681
MEM 618.972656 1619696813.8749
MEM 618.972656 1619696813.9786
MEM 618.972656 1619696814.0902
MEM 618.972656 1619696814.2079
MEM 618.972656 1619696814.3226
MEM 618.972656 1619696814.4313
MEM 618.972656 1619696814.5420
MEM 618.972656 1619696814.6493
MEM 618.972656 1619696814.7600
MEM 618.972656 1619696814.8735
MEM 618.972656 1619696814.9803
MEM 618.972656 1619696815.0949
MEM 618.972656 1619696815.2006
MEM 618.972656 1619696815.3094
MEM 618.972656 1619696815.4161
MEM 618.972656 1619696815.5248
MEM 618.972656 1619696815.6435
MEM 618.972656 1619696815.7472
MEM 618.972656 1619696815.8569
MEM 618.972656 1619696815.9746
MEM 618.972656 1619696816.0769
MEM 618.972656 1619696816.1901
MEM 618.972656 1619696816.2998
MEM 618.972656 1619696816.4085
MEM 618.972656 1619696816.5182
MEM 618.972656 1619696816.6328
MEM 618.972656 1619696816.7375
MEM 618.972656 1619696816.8477
MEM 618.972656 1619696816.9584
MEM 618.972656 1619696817.0721
MEM 618.972656 1619696817.1798
MEM 618.972656 1619696817.2905
MEM 619.058594 1619696817.4021
MEM 619.058594 1619696817.5128
MEM 619.074219 1619696817.6225
MEM 619.085938 1619696817.7338
MEM 619.085938 1619696817.8440
MEM 619.093750 1619696817.9558
MEM 619.093750 1619696818.0635
MEM 619.128906 1619696818.1747
MEM 619.128906 1619696818.2864
MEM 619.128906 1619696818.3956
MEM 619.128906 1619696818.5053
