CMDLINE C:\Users\henry\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\python.exe .\MemoryProfiling.py
MEM 613.261719 1619696760.6347
MEM 613.261719 1619696760.7429
MEM 613.261719 1619696760.8457
MEM 613.261719 1619696760.9524
MEM 613.261719 1619696761.0601
MEM 613.261719 1619696761.1683
MEM 613.261719 1619696761.2865
MEM 613.261719 1619696761.4016
MEM 613.261719 1619696761.5129
MEM 613.261719 1619696761.6246
MEM 613.261719 1619696761.7333
MEM 613.261719 1619696761.8420
MEM 613.261719 1619696761.9547
MEM 613.261719 1619696762.0604
MEM 613.261719 1619696762.1751
MEM 613.261719 1619696762.2818
MEM 613.261719 1619696762.3871
MEM 613.261719 1619696762.5217
MEM 613.261719 1619696762.6454
MEM 613.261719 1619696762.7647
MEM 613.261719 1619696762.8754
MEM 613.261719 1619696762.9861
MEM 613.261719 1619696763.0968
MEM 613.261719 1619696763.2075
MEM 613.261719 1619696763.3133
MEM 613.316406 1619696763.4230
MEM 613.347656 1619696763.5317
MEM 613.347656 1619696763.6434
MEM 597.488281 1619696763.7521
MEM 597.507812 1619696763.8616
MEM 597.507812 1619696763.9713
MEM 597.781250 1619696764.0800
MEM 597.781250 1619696764.1895
MEM 597.816406 1619696764.2993
MEM 597.816406 1619696764.4068
MEM 597.816406 1619696764.5165
MEM 597.816406 1619696764.6252
MEM 597.816406 1619696764.7339
MEM 531.769531 1619696764.8456
MEM 531.769531 1619696764.9513
MEM 531.769531 1619696765.0630
MEM 531.769531 1619696765.1707
MEM 531.769531 1619696765.2794
MEM 531.769531 1619696765.3891
MEM 531.769531 1619696765.4959
MEM 531.769531 1619696765.6061
MEM 531.769531 1619696765.7139
MEM 531.769531 1619696765.8256
MEM 531.769531 1619696765.9379
MEM 531.769531 1619696766.0442
MEM 531.769531 1619696766.1549
MEM 531.769531 1619696766.2606
MEM 531.769531 1619696766.3723
MEM 531.769531 1619696766.4790
MEM 531.769531 1619696766.5897
MEM 531.769531 1619696766.6984
MEM 463.238281 1619696766.8121
MEM 463.238281 1619696766.9198
MEM 463.238281 1619696767.0270
MEM 463.238281 1619696767.1377
MEM 463.238281 1619696767.2465
MEM 463.238281 1619696767.3542
MEM 463.238281 1619696767.4635
MEM 463.238281 1619696767.5742
MEM 463.238281 1619696767.6834
MEM 463.238281 1619696767.7951
MEM 463.238281 1619696767.9028
MEM 463.238281 1619696768.0125
MEM 463.238281 1619696768.1222
MEM 463.238281 1619696768.2299
MEM 463.238281 1619696768.3396
MEM 463.238281 1619696768.4483
MEM 463.269531 1619696768.5560
MEM 465.574219 1619696768.6671
MEM 465.832031 1619696768.7769
MEM 465.832031 1619696768.8859
MEM 465.832031 1619696768.9956
MEM 465.832031 1619696769.1013
MEM 465.832031 1619696769.2121
MEM 465.832031 1619696769.3243
MEM 465.832031 1619696769.4395
MEM 465.832031 1619696769.5467
MEM 465.832031 1619696769.6540
MEM 465.832031 1619696769.7657
MEM 465.832031 1619696769.8774
MEM 465.832031 1619696770.0040
MEM 465.832031 1619696770.1177
MEM 465.832031 1619696770.2334
MEM 465.832031 1619696770.3392
MEM 465.832031 1619696770.4498
MEM 465.832031 1619696770.5556
MEM 465.832031 1619696770.6828
MEM 465.832031 1619696770.7905
MEM 465.832031 1619696770.9007
MEM 465.832031 1619696771.0105
MEM 465.832031 1619696771.1152
MEM 465.832031 1619696771.2289
MEM 465.832031 1619696771.3386
MEM 465.832031 1619696771.4493
MEM 465.832031 1619696771.5585
MEM 465.832031 1619696771.6657
MEM 465.832031 1619696771.7844
MEM 465.832031 1619696771.8998
MEM 465.832031 1619696772.0080
MEM 465.832031 1619696772.1197
MEM 465.832031 1619696772.2254
MEM 465.832031 1619696772.3441
MEM 465.832031 1619696772.4588
MEM 465.832031 1619696772.5745
