CMDLINE C:\Users\henry\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\python.exe .\MemoryProfiling.py
MEM 453.464844 1619694431.7610
MEM 453.464844 1619694431.8737
MEM 453.464844 1619694431.9814
MEM 453.464844 1619694432.0901
MEM 453.472656 1619694432.1995
MEM 453.476562 1619694432.3122
MEM 453.476562 1619694432.4199
MEM 453.476562 1619694432.5298
MEM 453.480469 1619694432.6410
MEM 453.480469 1619694432.7524
MEM 453.480469 1619694432.8646
MEM 453.480469 1619694432.9723
MEM 453.492188 1619694433.0840
MEM 453.492188 1619694433.1937
MEM 453.496094 1619694433.3054
MEM 453.496094 1619694433.4142
MEM 453.503906 1619694433.5199
MEM 453.890625 1619694433.6296
MEM 453.890625 1619694433.7417
MEM 454.273438 1619694433.8522
MEM 454.289062 1619694433.9625
MEM 454.289062 1619694434.0723
MEM 454.296875 1619694434.1820
MEM 454.296875 1619694434.2938
MEM 454.363281 1619694434.4033
MEM 454.363281 1619694434.5115
MEM 454.363281 1619694434.6227
MEM 454.363281 1619694434.7309
MEM 454.363281 1619694434.8403
MEM 454.363281 1619694434.9520
MEM 454.363281 1619694435.0622
MEM 454.363281 1619694435.1720
MEM 454.363281 1619694435.2847
MEM 454.363281 1619694435.3934
MEM 454.363281 1619694435.5061
MEM 454.363281 1619694435.6148
MEM 454.363281 1619694435.7225
MEM 454.363281 1619694435.8322
MEM 454.363281 1619694435.9419
MEM 454.363281 1619694436.0536
MEM 454.363281 1619694436.1628
MEM 454.363281 1619694436.2731
MEM 454.363281 1619694436.3833
MEM 454.363281 1619694436.4945
MEM 454.363281 1619694436.6052
MEM 454.363281 1619694436.7154
MEM 454.363281 1619694436.8251
MEM 454.363281 1619694436.9328
MEM 454.363281 1619694437.0425
MEM 454.363281 1619694437.1522
MEM 454.363281 1619694437.2590
MEM 454.363281 1619694437.3682
MEM 454.363281 1619694437.4784
MEM 454.363281 1619694437.5887
MEM 454.707031 1619694437.6964
MEM 454.707031 1619694437.8081
MEM 454.707031 1619694437.9169
MEM 454.707031 1619694438.0268
MEM 455.843750 1619694438.1373
MEM 457.050781 1619694438.2450
MEM 457.300781 1619694438.3602
MEM 457.300781 1619694438.4695
MEM 457.300781 1619694438.5792
MEM 457.300781 1619694438.6879
MEM 457.300781 1619694438.7917
MEM 457.300781 1619694438.9143
MEM 457.300781 1619694439.0290
MEM 457.300781 1619694439.1319
MEM 457.300781 1619694439.2444
MEM 457.300781 1619694439.3571
MEM 457.300781 1619694439.4589
MEM 457.300781 1619694439.5796
MEM 457.300781 1619694439.6968
MEM 457.300781 1619694439.8040
MEM 457.300781 1619694439.9143
MEM 457.300781 1619694440.0266
MEM 457.300781 1619694440.1387
MEM 457.300781 1619694440.2454
MEM 457.300781 1619694440.3611
MEM 457.300781 1619694440.4778
MEM 457.300781 1619694440.5816
MEM 457.300781 1619694440.6932
MEM 457.300781 1619694440.8129
MEM 457.300781 1619694440.9496
MEM 457.300781 1619694441.0943
MEM 457.300781 1619694441.2167
MEM 457.300781 1619694441.3294
MEM 457.300781 1619694441.4351
MEM 457.300781 1619694441.5469
MEM 457.300781 1619694441.6547
MEM 457.300781 1619694441.7657
MEM 457.300781 1619694441.8734
MEM 457.300781 1619694441.9802
MEM 457.300781 1619694442.0870
MEM 457.300781 1619694442.1943
MEM 457.300781 1619694442.3060
MEM 457.300781 1619694442.4276
MEM 457.300781 1619694442.5415
MEM 457.300781 1619694442.6491
MEM 457.300781 1619694442.7543
MEM 457.300781 1619694442.8819
MEM 457.300781 1619694442.9838
MEM 457.300781 1619694443.0981
MEM 457.300781 1619694443.2049
MEM 457.300781 1619694443.3190
MEM 457.300781 1619694443.4260
MEM 457.300781 1619694443.5561
MEM 457.300781 1619694443.6601
MEM 457.300781 1619694443.7760
MEM 457.300781 1619694443.8967
MEM 457.300781 1619694444.0283
MEM 457.300781 1619694444.1480
MEM 457.300781 1619694444.2487
MEM 457.300781 1619694444.3596
MEM 457.300781 1619694444.4786
MEM 457.300781 1619694444.5806
MEM 457.300781 1619694444.6887
MEM 457.300781 1619694444.7986
MEM 457.300781 1619694444.9118
MEM 457.300781 1619694445.0320
MEM 457.300781 1619694445.1597
MEM 457.300781 1619694445.2639
MEM 457.300781 1619694445.3922
MEM 457.300781 1619694445.4999
MEM 457.300781 1619694445.6066
MEM 457.300781 1619694445.7168
MEM 457.300781 1619694445.8285
MEM 457.300781 1619694445.9552
MEM 457.300781 1619694446.0669
MEM 457.300781 1619694446.1748
MEM 457.300781 1619694446.2863
MEM 457.300781 1619694446.3948
MEM 457.300781 1619694446.5055
MEM 457.300781 1619694446.6132
MEM 457.300781 1619694446.7209
MEM 457.300781 1619694446.8347
MEM 457.300781 1619694446.9374
MEM 457.300781 1619694447.0496
MEM 457.300781 1619694447.1608
MEM 457.300781 1619694447.2675
MEM 457.300781 1619694447.3793
MEM 457.300781 1619694447.4830
MEM 457.300781 1619694447.6106
MEM 457.300781 1619694447.7513
MEM 457.300781 1619694447.8620
MEM 457.300781 1619694447.9687
MEM 457.300781 1619694448.0933
MEM 457.300781 1619694448.2021
MEM 457.300781 1619694448.3088
MEM 457.300781 1619694448.4195
MEM 457.300781 1619694448.5541
MEM 457.300781 1619694448.6663
MEM 457.300781 1619694448.7812
MEM 457.300781 1619694448.8961
MEM 457.300781 1619694449.0031
MEM 457.300781 1619694449.1082
MEM 457.300781 1619694449.2305
MEM 457.300781 1619694449.3604
MEM 457.300781 1619694449.4704
MEM 457.300781 1619694449.5811
MEM 457.300781 1619694449.6869
MEM 457.300781 1619694449.7966
MEM 457.300781 1619694449.9079
MEM 457.300781 1619694450.0381
MEM 457.300781 1619694450.1413
MEM 457.300781 1619694450.2510
MEM 457.300781 1619694450.3547
MEM 457.300781 1619694450.4658
MEM 457.300781 1619694450.5795
MEM 457.300781 1619694450.6892
MEM 457.300781 1619694450.8015
MEM 457.300781 1619694450.9172
MEM 457.300781 1619694451.0648
MEM 457.300781 1619694451.1785
MEM 457.300781 1619694451.2942
MEM 457.300781 1619694451.4109
MEM 457.300781 1619694451.5196
MEM 457.300781 1619694451.6243
MEM 457.300781 1619694451.7320
MEM 10.113281 1619694451.8407
MEM 37.804688 1619694451.9504
MEM 44.433594 1619694452.0581
MEM 39.890625 1619694452.1748
MEM 38.683594 1619694452.2813
